"","s1","s2","s3","s4","s5","d1","d2","d3","d4","d5","d6","d7","d8"
"1",-0.0301186806400884,-0.0309074432581776,-0.00857289290276365,0.0200832998003394,0.0271847199937165,-0.0190241295169713,-0.00790845136928397,-0.00863831879266179,-0.00781604386072332,-0.00509808543906116,-0.00157511622608058,-0.00410435857659737,-0.00735390674143608
"2",-0.0176502919161314,-0.00522741179803579,-0.00553337727534609,0.0137888620846381,0.0150566285732664,-0.0145035653766849,-0.00640186180367355,-0.00662290122288611,-0.00626802528339821,-0.00376020148754362,-0.000908483016987074,-0.0038688964442868,-0.00645553455177117
"3",-0.00203855799214751,0.0640469782164904,-0.014010130965427,0.0078731436228527,0.00477263667528481,-0.00968493814539838,-0.00843196444445228,-0.0227836023578925,-0.0251582299092877,-0.0290470730828741,-0.0226033573995731,-0.0395320364035167,-0.0325282318164602
"4",-0.0343962411476039,-0.0386006227531487,-0.0104267899658811,0.0255520574226639,0.0252468174298299,-0.0227102299891579,-0.00973283387998201,-0.00984013357933707,-0.00928018885152121,-0.00637130700434197,-0.00181970037116289,-0.00570993794303557,-0.00987799735177
"5",-0.0278927732639287,-0.0470093642395695,-0.0127260990798031,0.035911649492146,0.0180692614305574,-0.045019458132862,-0.0182093704401727,-0.0155993684304076,-0.0139228987351991,-0.0121768319920235,-0.00645307870600914,-0.0135459563443953,-0.0167566162635511
"6",0.023090447417211,-0.0134760897045974,-0.0149192523134031,0.0428932997479821,0.00522990952266655,0.0158265487732771,-0.0199791814709889,-0.0272557337262433,-0.0257958886532705,-0.0253934675671823,0.0233983818250193,-0.0383186267474247,-0.0343765429685278
"7",-0.0398876619505174,-0.0933527457490091,-0.0181751789800251,0.0574440974291667,0.0238561543206469,-0.0709783294201227,-0.0291994354705834,-0.021985954717231,-0.0202157223922754,-0.0182940913960831,-0.0139381414189756,-0.0225588232563221,-0.0257764196695541
"8",-0.0250885356417074,0.629071908845791,-0.00880661561425749,-0.126042850888636,0.0519961612058499,-0.00935079643164524,-0.00320601867794149,-0.00767601388487829,-0.00635986261113017,-0.00250370884622191,0,-0.00105404069533,-0.00443962052400501
"9",0.028984679748387,0.0414487117279906,-0.0239170449781368,0.0319935163445068,0.0162593246067739,-0.0922149759299231,-0.0320262207036386,-0.0269437401620841,-0.0235104059052914,-0.0227041498442261,-0.0161035811610457,-0.0282799100877001,-0.0306055988747745
"10",-0.0533469710153894,-0.0909896635753497,-0.0215883414668185,0.0562866821572602,0.0279951416727238,-0.0760582332658103,-0.0292469356444012,-0.0235967257593297,-0.0211958900863585,-0.0197669650967112,-0.0138121403362785,-0.0241736414203789,-0.0266393883555613
"11",-0.0240331641777768,-0.0117808029409871,-0.00677340461867452,0.015506527960484,0.022137750278229,-0.0140199645226329,-0.00501812772445998,-0.00682738220989072,-0.00623704880640826,-0.00380034697999339,0,-0.0030301349251857,-0.00609496722521496
"12",-0.0731123824203065,-0.0304001750118884,-0.0628356369507237,-0.00497881512624962,0.0573953335630325,-0.238192147560796,-0.0680990736435833,-0.0587671214953137,-0.0506853085565186,-0.0530850457165095,-0.0379104676234088,-0.0619227006593813,-0.0686505417211508
"13",-0.0057547532773004,0.0347512642607947,-0.00638583628670239,-0.00271146325061665,0.00347480539976771,-0.013329040563184,-0.00401237967756503,-0.00723500453666355,-0.00618703679684207,-0.00383142047977869,0,-0.00254224095210599,-0.00577079013596292
